Sno,time,distance,Diffusion
779,531.2883436,0.000685427,Db
780,22.08588957,0.000139751,Db
781,490.797546,0.00065879,Db
782,391.4110429,0.0059509,Dgb
783,595.0920245,0.00733767,Dgb
784,566.8711656,0.007161571,Dgb
785,28.2208589,0.000157972,Db
786,530.0613497,0.000684635,Db
787,306.7484663,0.000520819,Db
788,327.607362,0.005444311,Dgb
789,289.5705521,0.005118507,Dgb
790,457.6687117,0.006434899,Dgb
791,168.0981595,0.003899847,Dgb
792,504.2944785,0.006754733,Dgb
793,20.85889571,0.001373763,Dgb
794,271.1656442,0.000489681,Db
795,42.94478528,0.000194873,Db
796,273.6196319,0.000491892,Db
797,246.6257669,0.004723733,Dgb
798,433.1288344,0.006260005,Dgb
799,80.98159509,0.000267602,Db
800,142.3312883,0.000354769,Db
801,430.6748466,0.000617122,Db
802,542.3312883,0.007004843,Dgb
803,154.601227,0.000369745,Db
804,417.1779141,0.000607375,Db
805,231.9018405,0.004580556,Dgb
806,453.9877301,0.000633604,Db
807,526.3803681,0.006901062,Dgb
808,300.6134969,0.005215193,Dgb
809,303.0674847,0.005236436,Dgb
810,136.196319,0.000347039,Db
811,120.2453988,0.000326085,Db
812,553.3742331,0.000699529,Db
813,415.9509202,0.000606481,Db
814,511.6564417,0.000672644,Db
815,462.5766871,0.00063957,Db
816,548.4662577,0.00069642,Db
817,563.190184,0.007138281,Dgb
818,143.5582822,0.000356295,Db
819,36.80981595,0.001824937,Dgb
820,344.7852761,0.005585222,Dgb
821,193.8650307,0.004188088,Dgb
822,188.9570552,0.000408769,Db
823,160.7361963,0.00037701,Db
824,78.52760736,0.000263516,Db
825,591.4110429,0.000723171,Db
826,1.226993865,0.000333186,Dgb
827,559.5092025,0.000703396,Db
828,31.90184049,0.001698924,Dgb
829,258.8957055,0.004839812,Dgb
830,387.7300613,0.000585546,Db
831,585.2760736,0.007276901,Dgb
832,560.7361963,0.000704166,Db
833,93.25153374,0.00028716,Db
834,341.1042945,0.000549211,Db
835,57.66871166,0.000225822,Db
836,446.6257669,0.006356792,Dgb
837,111.6564417,0.000314223,Db
838,376.6871166,0.005837898,Dgb
839,208.5889571,0.00434422,Dgb
840,592.6380368,0.007322525,Dgb
841,420.8588957,0.006170699,Dgb
842,557.0552147,0.007099295,Dgb
843,236.809816,0.004628774,Dgb
844,332.5153374,0.005484941,Dgb
845,541.1042945,0.006996915,Dgb
846,424.5398773,0.00061271,Db
847,79.75460123,0.000265567,Db
848,267.4846626,0.000486346,Db
849,39.26380368,0.001884787,Dgb
850,333.7423313,0.000543252,Db
851,328.8343558,0.000539243,Db
852,306.7484663,0.00526814,Dgb
853,247.8527607,0.004735469,Dgb
854,261.3496933,0.004862696,Dgb
855,455.2147239,0.00063446,Db
856,150.9202454,0.000365317,Db
857,301.8404908,0.000516636,Db
858,309.202454,0.005289171,Dgb
859,466.2576687,0.006494999,Dgb
860,101.8404908,0.000300093,Db
861,53.98773006,0.002210109,Dgb
862,150.9202454,0.003695216,Dgb
863,536.196319,0.006965111,Dgb
864,219.6319018,0.000440701,Db
865,4.90797546,0.000666373,Dgb
866,87.11656442,0.000277553,Db
867,0,0,Db
868,9.81595092,0.000942394,Dgb
869,446.6257669,0.000628446,Db
870,515.3374233,0.00682829,Dgb
871,174.2331288,0.003970375,Dgb
872,342.3312883,0.005565311,Dgb
873,485.8895706,0.000655488,Db
874,321.4723926,0.000533173,Db
875,550.9202454,0.007060094,Dgb
876,83.43558282,0.000271626,Db
877,488.3435583,0.006647048,Dgb
878,143.5582822,0.003603962,Dgb
879,526.3803681,0.000682254,Db
880,510.4294479,0.000671837,Db
881,456.4417178,0.000635314,Db
882,505.5214724,0.000668599,Db
883,354.601227,0.005664169,Dgb
884,580.3680982,0.000716387,Db
885,49.0797546,0.000208328,Db
886,339.8773006,0.000548223,Db
887,190.1840491,0.000410094,Db
888,192.6380368,0.000412731,Db
889,171.7791411,0.000389746,Db
890,580.3680982,0.007246326,Dgb
891,225.7668712,0.000446813,Db
892,176.6871166,0.003998237,Dgb
893,94.47852761,0.000289043,Db
894,230.6748466,0.004568422,Dgb
895,439.2638037,0.006304183,Dgb
896,35.58282209,0.001794264,Dgb
897,537.4233129,0.006973075,Dgb
898,14.72392638,0.000114106,Db
899,442.9447853,0.000625851,Db
900,220.8588957,0.00044193,Db
901,576.6871166,0.000714112,Db
902,428.2208589,0.006224436,Dgb
903,382.8220859,0.000581828,Db
904,141.1042945,0.003573026,Dgb
905,242.9447853,0.004688349,Dgb
906,304.2944785,0.000518732,Db
907,347.2392638,0.005605063,Dgb
908,419.6319018,0.000609158,Db
909,19.63190184,0.000131758,Db
910,2.45398773,4.66E-05,Db
911,519.0184049,0.000677466,Db
912,336.196319,0.000545246,Db
913,82.20858896,0.000269622,Db
914,68.71165644,0.000246497,Db
915,66.25766871,0.00244841,Dgb
916,391.4110429,0.000588319,Db
917,85.88957055,0.000275592,Db
918,479.7546012,0.006588335,Dgb
919,191.4110429,0.004161497,Dgb
920,384.0490798,0.000582759,Db
921,125.1533742,0.000332673,Db
922,130.0613497,0.000339133,Db
923,211.0429448,0.004369699,Dgb
924,430.6748466,0.006242246,Dgb
925,393.8650307,0.005969526,Dgb
926,268.7116564,0.004930709,Dgb
927,349.6932515,0.000556083,Db
928,226.993865,0.004531825,Dgb
929,325.1533742,0.005423882,Dgb
930,100.6134969,0.00029828,Db
931,290.797546,0.000507097,Db
932,51.53374233,0.000213472,Db
933,461.3496933,0.000638721,Db
934,480.9815951,0.000652169,Db
935,327.607362,0.000538236,Db
936,400,0.006015838,Dgb
937,434.3558282,0.006268865,Dgb
938,160.7361963,0.003813493,Dgb
939,155.8282209,0.000371209,Db
940,120.2453988,0.003298377,Dgb
941,127.607362,0.000335918,Db
942,280.9815951,0.000498465,Db
943,588.9570552,0.000721669,Db
944,250.3067485,0.00047047,Db
945,563.190184,0.000705706,Db
946,115.3374233,0.00031936,Db
947,251.5337423,0.000471622,Db
948,11.04294479,9.88E-05,Db
949,148.4662577,0.003665051,Dgb
950,211.0429448,0.000431998,Db
951,530.0613497,0.00692515,Dgb
952,239.2638037,0.000459975,Db
953,272.392638,0.000490788,Db
954,179.1411043,0.004025907,Dgb
955,445.398773,0.006348054,Dgb
956,461.3496933,0.006460725,Dgb
957,104.2944785,0.003071827,Dgb
958,89.57055215,0.000281435,Db
959,368.0981595,0.005770958,Dgb
960,577.9141104,0.000714871,Db
961,276.0736196,0.000494093,Db
962,469.9386503,0.006520587,Dgb
963,554.601227,0.007083641,Dgb
964,590.1840491,0.007307349,Dgb
965,220.8588957,0.004470165,Dgb
966,82.20858896,0.002727248,Dgb
967,543.5582822,0.000693297,Db
968,289.5705521,0.000506026,Db
969,285.8895706,0.00508587,Dgb
970,392.6380368,0.00058924,Db
971,44.17177914,0.000197637,Db
972,541.1042945,0.00069173,Db
973,138.6503067,0.00354182,Dgb
974,272.392638,0.004964366,Dgb
975,235.5828221,0.004616767,Dgb
976,149.6932515,0.003680164,Dgb
977,488.3435583,0.000657141,Db
978,354.601227,0.000559972,Db
979,112.8834356,0.003195812,Dgb
980,418.404908,0.006152682,Dgb
