Sno,time,distance,Diffusion
325,424.5398773,0.006197626,Dgb
326,154.601227,0.003740008,Dgb
327,284.6625767,0.005074944,Dgb
328,400,0.000594738,Db
329,74.84662577,0.000257266,Db
330,439.2638037,0.000623245,Db
331,17.17791411,0.000123248,Db
332,76.07361963,0.002623513,Dgb
333,338.6503067,0.000547232,Db
334,18.40490798,0.000127574,Db
335,382.8220859,0.005885246,Dgb
336,341.1042945,0.005555328,Dgb
337,7.36196319,0.000816137,Dgb
338,375.4601227,0.000576206,Db
339,510.4294479,0.006795696,Dgb
340,128.8343558,0.00033753,Db
341,52.7607362,0.00218485,Dgb
342,252.7607362,0.004782125,Dgb
343,177.9141104,0.004012096,Dgb
344,407.3619632,0.006070946,Dgb
345,553.3742331,0.0070758,Dgb
346,500.6134969,0.000665346,Db
347,23.31288344,0.00014358,Db
348,90.79754601,0.000283356,Db
349,17.17791411,0.001246669,Dgb
350,420.8588957,0.000610048,Db
351,114.1104294,0.000317657,Db
352,47.85276074,0.000205707,Db
353,92.02453988,0.000285265,Db
354,402.4539877,0.00059656,Db
355,527.607362,0.006909101,Dgb
356,283.4355828,0.005063995,Dgb
357,509.202454,0.000671029,Db
358,45.39877301,0.000200363,Db
359,253.9877301,0.004793718,Dgb
360,539.8773006,0.006988977,Dgb
361,373.006135,0.00057432,Db
362,331.2883436,0.005474812,Dgb
363,320.2453988,0.005382791,Dgb
364,422.0858896,0.000610937,Db
365,467.4846626,0.000642954,Db
366,245.398773,0.004711968,Dgb
367,8.588957055,8.71E-05,Db
368,171.7791411,0.003942315,Dgb
369,116.5644172,0.0032475,Dgb
370,442.9447853,0.006330542,Dgb
371,208.5889571,0.000429479,Db
372,213.4969325,0.000434502,Db
373,403.6809816,0.000597469,Db
374,234.3558282,0.000455233,Db
375,407.3619632,0.000600187,Db
376,260.1226994,0.004851268,Dgb
377,543.5582822,0.007012763,Dgb
378,50.30674847,0.002133434,Dgb
379,213.4969325,0.004395031,Dgb
380,385.2760736,0.005904079,Dgb
381,544.7852761,0.007020674,Dgb
382,223.3128834,0.000444378,Db
383,71.16564417,0.002537472,Dgb
384,201.2269939,0.000421832,Db
385,164.4171779,0.003856912,Dgb
386,576.6871166,0.00722331,Dgb
387,493.2515337,0.006680367,Dgb
388,516.5644172,0.000675862,Db
389,200,0.00425384,Dgb
390,214.7239264,0.000435749,Db
391,342.3312883,0.000550198,Db
392,465.0306748,0.000641264,Db
393,525.1533742,0.000681458,Db
394,19.63190184,0.001332746,Dgb
395,366.8711656,0.005761332,Dgb
396,493.2515337,0.000660435,Db
397,311.6564417,0.005310118,Dgb
398,496.9325153,0.006705248,Dgb
399,119.0184049,0.000324417,Db
400,516.5644172,0.006836414,Dgb
401,122.6993865,0.003331864,Dgb
402,224.5398773,0.004507262,Dgb
403,110.4294479,0.003160884,Dgb
404,552.1472393,0.007067951,Dgb
405,436.809816,0.000621502,Db
406,56.44171779,0.000223407,Db
407,230.6748466,0.000451644,Db
408,366.8711656,0.000569577,Db
409,463.803681,0.006477885,Dgb
410,570.5521472,0.007184785,Dgb
411,593.8650307,0.000724669,Db
412,298.1595092,0.005193862,Dgb
413,303.0674847,0.000517685,Db
414,561.9631902,0.000704936,Db
415,121.4723926,0.000327744,Db
416,122.6993865,0.000329395,Db
417,25.76687117,0.000150948,Db
418,539.8773006,0.000690945,Db
419,412.2699387,0.000603791,Db
420,192.6380368,0.004174814,Dgb
421,41.71779141,0.001942794,Dgb
422,468.7116564,0.000643797,Db
423,288.3435583,0.005107651,Dgb
424,453.9877301,0.006408969,Dgb
425,517.791411,0.006844528,Dgb
426,546.0122699,0.007028575,Dgb
427,305.5214724,0.005257593,Dgb
428,361.9631902,0.005722665,Dgb
429,495.7055215,0.000662076,Db
430,422.0858896,0.006179688,Dgb
431,263.803681,0.000482988,Db
432,288.3435583,0.000504953,Db
433,20.85889571,0.000135813,Db
434,197.5460123,0.000417956,Db
435,377.9141104,0.000578086,Db
436,360.7361963,0.000564795,Db
437,600,0.000728403,Db
438,353.3742331,0.000559002,Db
439,2.45398773,0.000471197,Dgb
440,47.85276074,0.002080749,Dgb
441,352.1472393,0.000558031,Db
442,370.5521472,0.005790163,Dgb
443,346.0122699,0.000553149,Db
444,569.3251534,0.007177055,Dgb
445,62.57668712,0.002379427,Dgb
446,499.3865031,0.00066453,Db
447,479.7546012,0.000651337,Db
448,322.6993865,0.000534189,Db
449,3.680981595,5.71E-05,Db
450,96.93251534,0.000292773,Db
451,596.3190184,0.007345231,Dgb
452,369.3251534,0.005780568,Dgb
453,60.12269939,0.000230577,Db
454,90.79754601,0.002866178,Dgb
455,504.2944785,0.000667787,Db
456,532.5153374,0.000686218,Db
457,142.3312883,0.003588528,Dgb
458,77.3006135,0.002644585,Dgb
459,206.1349693,0.00431859,Dgb
460,76.07361963,0.000259366,Db
461,207.3619632,0.000428214,Db
462,426.993865,0.000614479,Db
463,109.202454,0.003143274,Dgb
464,334.9693252,0.00054425,Db
465,402.4539877,0.006034263,Dgb
466,574.2331288,0.000712591,Db
467,28.2208589,0.001597906,Dgb
468,222.0858896,0.000443156,Db
469,490.797546,0.006663729,Dgb
470,474.8466258,0.000647997,Db
471,326.3803681,0.005434106,Dgb
472,235.5828221,0.000456423,Db
473,240.4907975,0.00466461,Dgb
474,331.2883436,0.000541251,Db
475,586.5030675,0.000720164,Db
476,231.9018405,0.000452843,Db
477,14.72392638,0.001154192,Dgb
478,84.66257669,0.002767654,Dgb
479,377.9141104,0.005847398,Dgb
480,279.7546012,0.005031005,Dgb
481,238.0368098,0.000458794,Db
482,136.196319,0.003510337,Dgb
483,316.5644172,0.005351766,Dgb
484,396.3190184,0.000591996,Db
485,233.1288344,0.00045404,Db
486,505.5214724,0.006762946,Dgb
487,65.03067485,0.000239803,Db
488,98.1595092,0.00029462,Db
489,511.6564417,0.006803859,Dgb
490,582.8220859,0.0007179,Db
491,337.4233129,0.00054624,Db
492,532.5153374,0.006941162,Dgb
493,256.4417178,0.00481682,Dgb
494,371.7791411,0.000573375,Db
495,292.0245399,0.00514015,Dgb
496,434.3558282,0.000619753,Db
497,406.1349693,0.000599282,Db
498,13.49693252,0.000109248,Db
499,581.595092,0.000717144,Db
500,307.9754601,0.005278666,Dgb
501,93.25153374,0.002904652,Dgb
502,495.7055215,0.006696964,Dgb
503,95.70552147,0.002942623,Dgb
504,158.2822086,0.000374121,Db
505,492.0245399,0.006672053,Dgb
506,462.5766871,0.00646931,Dgb
507,506.7484663,0.006771148,Dgb
508,587.7300613,0.007292141,Dgb
509,174.2331288,0.00039252,Db
510,0,0,Dgb
511,425.7668712,0.006206575,Dgb
512,547.2392638,0.007036468,Dgb
513,161.9631902,0.000378446,Db
514,147.2392638,0.000360834,Db
515,204.9079755,0.004305718,Dgb
516,153.3742331,0.003725138,Dgb
517,198.7730061,0.004240771,Dgb
518,325.1533742,0.000536216,Db
519,395.0920245,0.000591078,Db
520,386.5030675,0.005913472,Dgb
521,246.6257669,0.000466998,Db
522,409.8159509,0.006089204,Dgb
523,546.0122699,0.00069486,Db
524,256.4417178,0.000476201,Db
525,478.5276074,0.000650503,Db
526,241.7177914,0.000462328,Db
527,440.4907975,0.006312982,Dgb
528,198.7730061,0.000419252,Db
529,498.1595092,0.00671352,Dgb
530,334.9693252,0.005505143,Dgb
531,507.9754601,0.006779341,Dgb
532,191.4110429,0.000411414,Db
533,360.7361963,0.005712957,Dgb
534,215.9509202,0.004420217,Dgb
535,181.595092,0.004053388,Dgb
536,238.0368098,0.00464075,Dgb
537,203.6809816,0.004292807,Dgb
538,584.0490798,0.00726927,Dgb
539,598.7730061,0.007360329,Dgb
540,450.3067485,0.006382934,Dgb
541,24.5398773,0.00014731,Db
542,114.1104294,0.003213134,Dgb
543,315.3374233,0.000528061,Db
544,222.0858896,0.004482565,Dgb
545,247.8527607,0.000468158,Db
546,555.8282209,0.000701078,Db
547,276.0736196,0.004997796,Dgb
548,179.1411043,0.00039801,Db
549,466.2576687,0.000642109,Db
550,358.2822086,0.000562871,Db
551,476.0736196,0.000648833,Db
552,595.0920245,0.000725418,Db
553,55.21472393,0.000220965,Db
554,287.1165644,0.000503878,Db
555,590.1840491,0.00072242,Db
556,435.5828221,0.006277713,Dgb
557,452.7607362,0.000632747,Db
558,482.208589,0.006605164,Dgb
559,591.4110429,0.007314941,Dgb
560,373.006135,0.005809304,Dgb
561,202.4539877,0.000423116,Db
562,103.0674847,0.003053704,Dgb
563,312.8834356,0.000526002,Db
564,328.8343558,0.005454497,Dgb
565,339.8773006,0.005545327,Dgb
566,273.6196319,0.004975534,Dgb
567,173.006135,0.00395637,Dgb
568,290.797546,0.00512934,Dgb
569,451.5337423,0.000631889,Db
570,384.0490798,0.00589467,Dgb
571,498.1595092,0.000663713,Db
572,587.7300613,0.000720916,Db
573,544.7852761,0.000694079,Db
574,217.1779141,0.000438232,Db
575,311.6564417,0.000524969,Db
576,547.2392638,0.00069564,Db
577,187.7300613,0.000407439,Db
578,245.398773,0.000465835,Db
579,423.3128834,0.006188663,Dgb
580,23.31288344,0.001452326,Dgb
581,506.7484663,0.00066941,Db
582,323.9263804,0.005413639,Dgb
583,33.12883436,0.001731287,Dgb
584,363.190184,0.000566713,Db
585,321.4723926,0.005393093,Dgb
586,522.6993865,0.00687689,Dgb
587,152.1472393,0.000366799,Db
588,249.0797546,0.004747176,Dgb
589,353.3742331,0.005654361,Dgb
590,579.1411043,0.000715629,Db
591,38.03680982,0.001855104,Dgb
592,257.6687117,0.00482833,Dgb
593,175.4601227,0.000393899,Db
594,449.0797546,0.00063017,Db
595,258.8957055,0.000478474,Db
596,477.3006135,0.000649669,Db
597,514.1104294,0.000674255,Db
598,251.5337423,0.004770504,Dgb
599,573.006135,0.00720022,Dgb
600,139.8773006,0.003557458,Dgb
601,131.2883436,0.003446507,Dgb
602,149.6932515,0.000363829,Db
603,571.7791411,0.007192506,Dgb
604,218.404908,0.000439468,Db
605,438.0368098,0.000622374,Db
606,364.4171779,0.000567669,Db
607,1.226993865,3.29E-05,Db
608,385.2760736,0.00058369,Db
609,26.99386503,0.0001545,Db
610,84.66257669,0.000273616,Db
611,83.43558282,0.002747526,Dgb
612,379.1411043,0.000579024,Db
613,215.9509202,0.000436992,Db
614,69.93865031,0.000248688,Db
615,332.5153374,0.000542253,Db
616,552.1472393,0.000698753,Db
617,433.1288344,0.000618877,Db
618,188.9570552,0.004134735,Dgb
619,177.9141104,0.000396644,Db
620,330.0613497,0.005464664,Dgb
621,568.0981595,0.000708774,Db
622,33.12883436,0.000171159,Db
623,196.3190184,0.004214512,Dgb
624,455.2147239,0.006417624,Dgb
625,185.2760736,0.000404768,Db
626,401.2269939,0.00059565,Db
627,582.8220859,0.00726163,Dgb
628,444.1717791,0.006339304,Dgb
629,61.34969325,0.000232918,Db
630,239.2638037,0.004652695,Dgb
631,347.2392638,0.000554128,Db
632,388.9570552,0.005932216,Dgb
633,182.8220859,0.004067059,Dgb
634,358.2822086,0.005693492,Dgb
635,515.3374233,0.000675059,Db
636,521.4723926,0.000679065,Db
637,219.6319018,0.004457731,Dgb
638,520.2453988,0.006860728,Dgb
639,467.4846626,0.00650354,Dgb
640,404.9079755,0.000598376,Db
641,132.5153374,0.003462575,Dgb
642,413.4969325,0.000604689,Db
643,184.0490798,0.004080684,Dgb
644,380.3680982,0.005866352,Dgb
645,201.2269939,0.004266868,Dgb
646,255.2147239,0.00047506,Db
647,46.62576687,0.002053899,Dgb
648,293.2515337,0.005150937,Dgb
649,525.1533742,0.006893014,Dgb
650,95.70552147,0.000290914,Db
651,229.4478528,0.000450441,Db
652,40.49079755,0.000189223,Db
653,346.0122699,0.005595152,Dgb
654,370.5521472,0.000572428,Db
655,197.5460123,0.004227662,Dgb
656,588.9570552,0.007299749,Dgb
657,309.202454,0.000522899,Db
658,9.81595092,9.32E-05,Db
659,107.9754601,0.000309,Db
660,207.3619632,0.004331424,Dgb
661,257.6687117,0.000477339,Db
662,66.25766871,0.000242055,Db
663,460.1226994,0.006452127,Dgb
664,67.48466258,0.000244286,Db
665,168.0981595,0.000385547,Db
666,574.2331288,0.007207924,Dgb
667,218.404908,0.004445261,Dgb
668,165.6441718,0.000382723,Db
669,333.7423313,0.005495051,Dgb
670,489.5705521,0.000657966,Db
671,413.4969325,0.00611649,Dgb
672,79.75460123,0.002686235,Dgb
673,57.66871166,0.002284211,Dgb
674,349.6932515,0.005624834,Dgb
675,169.3251534,0.000386952,Db
676,295.7055215,0.005172444,Dgb
677,111.6564417,0.003178396,Dgb
678,570.5521472,0.000710303,Db
679,223.3128834,0.004494931,Dgb
680,460.1226994,0.000637871,Db
681,185.2760736,0.004094263,Dgb
682,406.1349693,0.006061796,Dgb
683,112.8834356,0.000315945,Db
684,104.2944785,0.000303687,Db
685,169.3251534,0.003914054,Dgb
686,92.02453988,0.002885479,Dgb
687,586.5030675,0.007284525,Dgb
688,426.993865,0.006215512,Dgb
689,193.8650307,0.000414043,Db
690,69.93865031,0.002515502,Dgb
691,212.2699387,0.004382383,Dgb
692,170.5521472,0.000388351,Db
693,542.3312883,0.000692514,Db
694,401.2269939,0.006025057,Dgb
695,267.4846626,0.004919439,Dgb
696,415.9509202,0.006134613,Dgb
697,141.1042945,0.000353237,Db
698,357.0552147,0.000561906,Db
699,523.9263804,0.000680661,Db
700,46.62576687,0.000203053,Db
701,262.5766871,0.004874097,Dgb
702,85.88957055,0.002787638,Dgb
703,447.8527607,0.006365518,Dgb
704,408.5889571,0.00060109,Db
705,278.5276074,0.000496284,Db
706,26.99386503,0.001562783,Dgb
707,126.3803681,0.003381473,Dgb
708,15.95092025,0.001201321,Dgb
709,128.8343558,0.003414145,Dgb
710,435.5828221,0.000620628,Db
711,411.0429448,0.006098313,Dgb
712,78.52760736,0.002665491,Dgb
713,387.7300613,0.005922851,Dgb
714,380.3680982,0.00057996,Db
715,507.9754601,0.00067022,Db
716,186.5030675,0.000406106,Db
717,522.6993865,0.000679864,Db
718,200,0.000420544,Db
719,550.9202454,0.000697976,Db
720,265.0306748,0.00489682,Dgb
721,12.26993865,0.001053628,Dgb
722,295.7055215,0.000511359,Db
723,56.44171779,0.00225978,Dgb
724,51.53374233,0.002159295,Dgb
725,478.5276074,0.006579905,Dgb
726,206.1349693,0.000426945,Db
727,94.47852761,0.002923699,Dgb
728,11.04294479,0.000999559,Dgb
729,158.2822086,0.00378427,Dgb
730,73.6196319,0.000255148,Db
731,534.9693252,0.000687797,Db
732,386.5030675,0.000584618,Db
733,473.6196319,0.000647159,Db
734,489.5705521,0.006655394,Dgb
735,87.11656442,0.002807479,Dgb
736,379.1411043,0.005856883,Dgb
737,146.0122699,0.003634635,Dgb
738,555.8282209,0.007091472,Dgb
739,414.7239264,0.000605586,Db
740,133.7423313,0.003478568,Dgb
741,89.57055215,0.002846746,Dgb
742,65.03067485,0.002425634,Dgb
743,592.6380368,0.00072392,Db
744,195.0920245,0.000415351,Db
745,408.5889571,0.006080082,Dgb
746,307.9754601,0.00052186,Db
747,337.4233129,0.005525272,Dgb
748,163.190184,0.000379877,Db
749,159.5092025,0.00379891,Dgb
750,58.89570552,0.002308383,Dgb
751,250.3067485,0.004758854,Dgb
752,298.1595092,0.000513476,Db
753,209.8159509,0.00043074,Db
754,436.809816,0.006286549,Dgb
755,98.1595092,0.00298011,Dgb
756,597.5460123,0.000726912,Db
757,266.2576687,0.004908143,Dgb
758,44.17177914,0.001999119,Dgb
759,452.7607362,0.006400302,Dgb
760,561.9631902,0.007130501,Dgb
761,503.0674847,0.000666974,Db
762,240.4907975,0.000461153,Db
763,374.2331288,0.005818851,Dgb
764,6.134969325,0.000745028,Dgb
765,441.7177914,0.006321768,Dgb
766,381.595092,0.000580895,Db
767,241.7177914,0.004676494,Dgb
768,282.208589,0.005053022,Dgb
769,533.7423313,0.006949154,Dgb
770,296.9325153,0.005183164,Dgb
771,133.7423313,0.000343899,Db
772,398.7730061,0.000593826,Db
773,398.7730061,0.006006604,Dgb
774,6.134969325,7.37E-05,Db
775,575.4601227,0.000713352,Db
776,301.8404908,0.005225825,Dgb
777,147.2392638,0.003649874,Dgb
778,465.0306748,0.006486447,Dgb
